FEN,Bewertung
8/1k4R1/b7/P2p4/2rP4/8/1K6/8 b - - 12 72,346
k7/6R1/b7/P2p4/2rP4/8/1K6/8 w - - 13 73,-340
k7/6R1/b7/P2p4/2rP4/1K6/8/8 b - - 14 73,352
k7/6R1/8/Pb1p4/2rP4/1K6/8/8 w - - 15 74,-365
k7/8/6R1/Pb1p4/2rP4/1K6/8/8 b - - 16 74,376
k7/8/2b3R1/P2p4/2rP4/1K6/8/8 w - - 17 75,-377
k7/6R1/2b5/P2p4/2rP4/1K6/8/8 b - - 18 75,387
k7/6R1/2b5/P2p4/3r4/1K6/8/8 w - - 0 76,-395
k7/5R2/2b5/P2p4/3r4/1K6/8/8 b - - 1 76,382
k7/5R2/2b5/P2p4/2r5/1K6/8/8 w - - 2 77,-404
k7/5R2/P1b5/3p4/2r5/1K6/8/8 b - - 0 77,409
1k6/5R2/P1b5/3p4/2r5/1K6/8/8 w - - 1 78,-439
1k6/4R3/P1b5/3p4/2r5/1K6/8/8 b - - 2 78,442
1k6/4R3/P1b5/3p4/r7/1K6/8/8 w - - 3 79,-450
1k6/4R3/P1b5/3p4/r7/2K5/8/8 b - - 4 79,453
1k6/4R3/r1b5/3p4/8/2K5/8/8 w - - 0 80,-464
1k6/4R3/r1b5/3p4/3K4/8/8/8 b - - 1 80,466
1k6/r3R3/2b5/3p4/3K4/8/8/8 w - - 2 81,-470
1k6/r7/2b1R3/3p4/3K4/8/8/8 b - - 3 81,475
8/r1k5/2b1R3/3p4/3K4/8/8/8 w - - 4 82,-477
8/r1k5/2b5/3pR3/3K4/8/8/8 b - - 5 82,478
8/r7/2bk4/3pR3/3K4/8/8/8 w - - 6 83,-491
8/r7/2bk4/3p1R2/3K4/8/8/8 b - - 7 83,498
8/8/2bk4/3p1R2/r2K4/8/8/8 w - - 8 84,-517
8/8/2bk4/3p1R2/r7/2K5/8/8 b - - 9 84,518
8/8/2b5/2kp1R2/r7/2K5/8/8 w - - 10 85,-521
8/8/2b5/2kp1R2/r7/8/1K6/8 b - - 11 85,517
8/8/2b5/2kp1R2/7r/8/1K6/8 w - - 12 86,-534
8/8/2b5/2kp1R2/7r/1K6/8/8 b - - 13 86,538
8/8/2b5/2kp1R2/8/1K5r/8/8 w - - 14 87,-543
8/8/2b5/2kp1R2/8/7r/1K6/8 b - - 15 87,568
8/8/2b5/3p1R2/2k5/7r/1K6/8 w - - 16 88,-550
8/8/2b2R2/3p4/2k5/7r/1K6/8 b - - 17 88,571
8/8/5R2/1b1p4/2k5/7r/1K6/8 w - - 18 89,-606
8/8/8/1b1p4/2k5/7r/1K3R2/8 b - - 19 89,635
8/8/8/1b6/2kp4/7r/1K3R2/8 w - - 0 90,-686
8/8/8/1b6/2kp4/7r/1K4R1/8 b - - 1 90,728
8/8/8/1b6/2kp4/8/1K4R1/7r w - - 2 91,-788
8/8/8/1b6/2kp4/8/2K3R1/7r b - - 3 91,816
8/8/2b5/8/2kp4/8/2K3R1/7r w - - 4 92,-653
8/8/2b5/8/2kp4/8/2K2R2/7r b - - 5 92,798
8/8/2b5/8/2kp4/8/2K2R2/6r1 w - - 6 93,-568
8/8/2b5/8/2kp4/8/1K3R2/6r1 b - - 7 93,769
8/8/2b5/8/2kp4/8/1K3Rr1/8 w - - 8 94,-843
8/8/2b5/8/2kp4/K7/5Rr1/8 b - - 9 94,994
8/8/8/3b4/2kp4/K7/5Rr1/8 w - - 10 95,-2603
5R2/8/8/3b4/2kp4/K7/6r1/8 b - - 11 95,10000
5R2/8/8/3b4/2k5/K2p4/6r1/8 w - - 0 96,-10000
8/8/8/3b4/2k5/K2p4/6r1/5R2 b - - 1 96,10000
8/8/8/2kb4/8/K2p4/6r1/5R2 w - - 2 97,-10000
8/8/8/2kb4/8/K2p4/6r1/2R5 b - - 3 97,10000
8/8/8/2k5/2b5/K2p4/6r1/2R5 w - - 4 98,-10000
8/8/8/2k5/2b5/K2p4/6r1/R7 b - - 5 98,10000
8/8/8/2k5/2b5/K2p4/2r5/R7 w - - 6 99,-10000
8/8/8/2k5/K1b5/3p4/2r5/R7 b - - 7 99,10000
8/8/8/2k5/K1b5/8/2rp4/R7 w - - 0 100,-10000
8/8/8/2k5/K1b5/R7/2rp4/8 b - - 1 100,10000
8/8/8/2k5/K1b5/R7/2r5/3q4 w - - 0 101,-10000
rnbqkbnr/pppppppp/8/8/4P3/8/PPPP1PPP/RNBQKBNR b KQkq - 0 1,-33
rnbqkbnr/pppp1ppp/8/4p3/4P3/8/PPPP1PPP/RNBQKBNR w KQkq - 0 2,27
rnbqkbnr/pppp1ppp/8/4p3/4P3/2N5/PPPP1PPP/R1BQKBNR b KQkq - 1 2,-12
rnbqkb1r/pppp1ppp/5n2/4p3/4P3/2N5/PPPP1PPP/R1BQKBNR w KQkq - 2 3,15
rnbqkb1r/pppp1ppp/5n2/4p3/4P3/2N2N2/PPPP1PPP/R1BQKB1R b KQkq - 3 3,-16
r1bqkb1r/pppp1ppp/2n2n2/4p3/4P3/2N2N2/PPPP1PPP/R1BQKB1R w KQkq - 4 4,17
r1bqkb1r/pppp1ppp/2n2n2/4p3/2B1P3/2N2N2/PPPP1PPP/R1BQK2R b KQkq - 5 4,12
r1bqk2r/pppp1ppp/2n2n2/2b1p3/2B1P3/2N2N2/PPPP1PPP/R1BQK2R w KQkq - 6 5,12
r1bqk2r/pppp1ppp/2n2n2/2b1p3/2B1P3/2NP1N2/PPP2PPP/R1BQK2R b KQkq - 0 5,-8
r1bqk2r/ppp2ppp/2np1n2/2b1p3/2B1P3/2NP1N2/PPP2PPP/R1BQK2R w KQkq - 0 6,19
r1bqk2r/ppp2ppp/2np1n2/2b1p3/2B1P3/2NP1N2/PPP2PPP/R1BQ1RK1 b kq - 1 6,-8
r1bqk2r/ppp2pp1/2np1n1p/2b1p3/2B1P3/2NP1N2/PPP2PPP/R1BQ1RK1 w kq - 0 7,14
r1bqk2r/ppp2pp1/2np1n1p/2b1p3/N1B1P3/3P1N2/PPP2PPP/R1BQ1RK1 b kq - 1 7,-13
r1bqk2r/ppp2pp1/1bnp1n1p/4p3/N1B1P3/3P1N2/PPP2PPP/R1BQ1RK1 w kq - 2 8,9
r1bqk2r/ppp2pp1/1bnp1n1p/4p3/N1B1P3/2PP1N2/PP3PPP/R1BQ1RK1 b kq - 0 8,-6
r1bq1rk1/ppp2pp1/1bnp1n1p/4p3/N1B1P3/2PP1N2/PP3PPP/R1BQ1RK1 w - - 1 9,14
r1bq1rk1/ppp2pp1/1bnp1n1p/4p3/NPB1P3/2PP1N2/P4PPP/R1BQ1RK1 b - - 0 9,4
r2q1rk1/pppb1pp1/1bnp1n1p/4p3/NPB1P3/2PP1N2/P4PPP/R1BQ1RK1 w - - 1 10,0
r2q1rk1/pppb1pp1/1bnp1n1p/4p3/NPB1P3/2PP1N2/P2B1PPP/R2Q1RK1 b - - 2 10,21
r2q1rk1/pppbnpp1/1b1p1n1p/4p3/NPB1P3/2PP1N2/P2B1PPP/R2Q1RK1 w - - 3 11,-18
r2q1rk1/pppbnpp1/1N1p1n1p/4p3/1PB1P3/2PP1N2/P2B1PPP/R2Q1RK1 b - - 0 11,13
r2q1rk1/1ppbnpp1/1p1p1n1p/4p3/1PB1P3/2PP1N2/P2B1PPP/R2Q1RK1 w - - 0 12,-19
r2q1rk1/1ppbnpp1/1p1p1n1p/4p3/PPB1P3/2PP1N2/3B1PPP/R2Q1RK1 b - - 0 12,17
r2q1rk1/1ppb1pp1/1p1p1nnp/4p3/PPB1P3/2PP1N2/3B1PPP/R2Q1RK1 w - - 1 13,-14
r2q1rk1/1ppb1pp1/1p1p1nnp/4p3/PPB1P3/2PP1N2/3B1PPP/R2QR1K1 b - - 2 13,15
r1q2rk1/1ppb1pp1/1p1p1nnp/4p3/PPB1P3/2PP1N2/3B1PPP/R2QR1K1 w - - 3 14,5
r1q2rk1/1ppb1pp1/1p1p1nnp/4p3/PPBPP3/2P2N2/3B1PPP/R2QR1K1 b - - 0 14,-3
r1q1r1k1/1ppb1pp1/1p1p1nnp/4p3/PPBPP3/2P2N2/3B1PPP/R2QR1K1 w - - 1 15,7
r1q1r1k1/1ppb1pp1/1p1p1nnp/4p3/PPBPP3/1QP2N2/3B1PPP/R3R1K1 b - - 2 15,2
r1q3k1/1ppbrpp1/1p1p1nnp/4p3/PPBPP3/1QP2N2/3B1PPP/R3R1K1 w - - 3 16,-1
r1q3k1/1ppbrpp1/1p1p1nnp/4p3/PPBPP3/2P2N2/2QB1PPP/R3R1K1 b - - 4 16,-1
r3q1k1/1ppbrpp1/1p1p1nnp/4p3/PPBPP3/2P2N2/2QB1PPP/R3R1K1 w - - 5 17,-1
r3q1k1/1ppbrpp1/1p1p1nnp/4p3/PP1PP3/1BP2N2/2QB1PPP/R3R1K1 b - - 6 17,37
r3q1k1/1ppbrpp1/1p1p1nnp/8/PP1pP3/1BP2N2/2QB1PPP/R3R1K1 w - - 0 18,-46
r3q1k1/1ppbrpp1/1p1p1nnp/8/PP1NP3/1BP5/2QB1PPP/R3R1K1 b - - 0 18,34
r3q1k1/1ppbrpp1/1p1p2np/8/PP1Nn3/1BP5/2QB1PPP/R3R1K1 w - - 0 19,-50
r3q1k1/1ppbrpp1/1p1p2np/8/PP1NR3/1BP5/2QB1PPP/R5K1 b - - 0 19,36
r3q1k1/1ppb1pp1/1p1p2np/8/PP1Nr3/1BP5/2QB1PPP/R5K1 w - - 0 20,-40
r3q1k1/1ppb1pp1/1p1p2np/8/PP1Nr3/1BP2P2/2QB2PP/R5K1 b - - 0 20,42
r3q1k1/1ppb1pp1/1p1pr1np/8/PP1N4/1BP2P2/2QB2PP/R5K1 w - - 1 21,-17
r3q1k1/1ppb1pp1/1p1pN1np/8/PP6/1BP2P2/2QB2PP/R5K1 b - - 0 21,30
r3q1k1/1pp2pp1/1p1pb1np/8/PP6/1BP2P2/2QB2PP/R5K1 w - - 0 22,-43
r3q1k1/1pp2pp1/1p1pb1np/8/PP6/1BP2P2/2QB2PP/4R1K1 b - - 1 22,38
r3qnk1/1pp2pp1/1p1pb2p/8/PP6/1BP2P2/2QB2PP/4R1K1 w - - 2 23,-41
r3qnk1/1pp2pp1/1p1pb2p/8/PPP5/1B3P2/2QB2PP/4R1K1 b - - 0 23,49
r1q2nk1/1pp2pp1/1p1pb2p/8/PPP5/1B3P2/2QB2PP/4R1K1 w - - 1 24,-19
r1q2nk1/1pp2pp1/1p1pb2p/8/PPP5/1BB2P2/2Q3PP/4R1K1 b - - 2 24,41
r1q2nk1/1pp2pp1/1p1p3p/5b2/PPP5/1BB2P2/2Q3PP/4R1K1 w - - 3 25,37
r1q2nk1/1pp2pp1/1p1p3p/5b2/PPP5/1BB2P2/1Q4PP/4R1K1 b - - 4 25,-59
r1q3k1/1pp2pp1/1p1pn2p/5b2/PPP5/1BB2P2/1Q4PP/4R1K1 w - - 5 26,50
r1q3k1/1pp2pp1/1p1pn2p/2P2b2/PP6/1BB2P2/1Q4PP/4R1K1 b - - 0 26,-47
r1q3k1/1pp2pp1/3pn2p/2p2b2/PP6/1BB2P2/1Q4PP/4R1K1 w - - 0 27,41
r1q3k1/1pp2pp1/3pB2p/2p2b2/PP6/2B2P2/1Q4PP/4R1K1 b - - 0 27,-37
r1q3k1/1pp3p1/3pp2p/2p2b2/PP6/2B2P2/1Q4PP/4R1K1 w - - 0 28,51
r1q3k1/1pp3B1/3pp2p/2p2b2/PP6/5P2/1Q4PP/4R1K1 b - - 0 28,-69
r1q3k1/1pp3B1/3p3p/2p1pb2/PP6/5P2/1Q4PP/4R1K1 w - - 0 29,73
r1q3k1/1pp5/3p3B/2p1pb2/PP6/5P2/1Q4PP/4R1K1 b - - 0 29,-51
r5k1/1pp5/3pq2B/2p1pb2/PP6/5P2/1Q4PP/4R1K1 w - - 1 30,41
r5k1/1pp5/3pq3/2p1pbB1/PP6/5P2/1Q4PP/4R1K1 b - - 2 30,-62
r5k1/1pp5/3pq3/4pbB1/Pp6/5P2/1Q4PP/4R1K1 w - - 0 31,59
r5k1/1pp5/3pq3/4pbB1/PQ6/5P2/6PP/4R1K1 b - - 0 31,-55
r5k1/1pp5/3p4/3qpbB1/PQ6/5P2/6PP/4R1K1 w - - 1 32,61
r5k1/1pp5/3p4/3qpbB1/PQ6/5P2/6PP/4R2K b - - 2 32,-48
r5k1/1p6/3p4/2pqpbB1/PQ6/5P2/6PP/4R2K w - - 0 33,83
r5k1/1p6/3p4/2pqpbB1/P6Q/5P2/6PP/4R2K b - - 1 33,-73
r5k1/1p6/3pq3/2p1pbB1/P6Q/5P2/6PP/4R2K w - - 2 34,119
r2B2k1/1p6/3pq3/2p1pb2/P6Q/5P2/6PP/4R2K b - - 3 34,-45
r2B2k1/1p6/3p2q1/2p1pb2/P6Q/5P2/6PP/4R2K w - - 4 35,61
r2B2k1/1p6/3p2q1/P1p1pb2/7Q/5P2/6PP/4R2K b - - 0 35,-62
2rB2k1/1p6/3p2q1/P1p1pb2/7Q/5P2/6PP/4R2K w - - 1 36,74
2rB2k1/1p2Q3/3p2q1/P1p1pb2/8/5P2/6PP/4R2K b - - 2 36,-80
2rB2k1/1p2Q3/3p2q1/P3pb2/2p5/5P2/6PP/4R2K w - - 0 37,82
2r3k1/1p2Q3/1B1p2q1/P3pb2/2p5/5P2/6PP/4R2K b - - 1 37,-81
2r3k1/1p2Q3/1B1p2q1/P3pb2/8/2p2P2/6PP/4R2K w - - 0 38,70
2r3k1/1p2Q3/3p2q1/P3pb2/8/2p1BP2/6PP/4R2K b - - 1 38,-80
2r3k1/1p2Q3/3pq3/P3pb2/8/2p1BP2/6PP/4R2K w - - 2 39,82
2r3k1/1Q6/3pq3/P3pb2/8/2p1BP2/6PP/4R2K b - - 0 39,-97
2r3k1/1Q3q2/3p4/P3pb2/8/2p1BP2/6PP/4R2K w - - 1 40,100
2r3k1/5q2/3p4/P3pb2/1Q6/2p1BP2/6PP/4R2K b - - 2 40,-49
2r3k1/5q2/8/P2ppb2/1Q6/2p1BP2/6PP/4R2K w - - 0 41,49
2r3k1/5q2/8/P2ppbB1/1Q6/2p2P2/6PP/4R2K b - - 1 41,-73
2r3k1/5q2/8/P3pbB1/1Q1p4/2p2P2/6PP/4R2K w - - 0 42,171
2r3k1/5q2/8/P3RbB1/1Q1p4/2p2P2/6PP/7K b - - 0 42,-168
2r3k1/5q2/8/P3RbB1/1Q6/2pp1P2/6PP/7K w - - 0 43,173
2r3k1/5q2/8/P3RbB1/1Q5P/2pp1P2/6P1/7K b - - 0 43,-208
2r3k1/5q2/8/P3RbB1/1Q5P/2p2P2/3p2P1/7K w - - 0 44,271
2r3k1/5q2/8/P3Rb2/1Q5P/2p2P2/3B2P1/7K b - - 0 44,-288
6k1/5q2/8/P3Rb2/1Qr4P/2p2P2/3B2P1/7K w - - 1 45,253
4R1k1/5q2/8/P4b2/1Qr4P/2p2P2/3B2P1/7K b - - 2 45,-454
4R3/5q1k/8/P4b2/1Qr4P/2p2P2/3B2P1/7K w - - 3 46,440
8/4Rq1k/8/P4b2/1Qr4P/2p2P2/3B2P1/7K b - - 4 46,-418
8/4Rq1k/8/P4b2/1r5P/2p2P2/3B2P1/7K w - - 0 47,389
8/5R1k/8/P4b2/1r5P/2p2P2/3B2P1/7K b - - 0 47,-376
6k1/5R2/8/P4b2/1r5P/2p2P2/3B2P1/7K w - - 1 48,381
6k1/6R1/8/P4b2/1r5P/2p2P2/3B2P1/7K b - - 2 48,-382
5k2/6R1/8/P4b2/1r5P/2p2P2/3B2P1/7K w - - 3 49,385
5k2/6R1/8/P4b2/1r5P/2B2P2/6P1/7K b - - 0 49,-384
5k2/6R1/8/P4b2/7r/2B2P2/6P1/7K w - - 0 50,379
5k2/6R1/8/P4b2/7r/2B2P2/6P1/6K1 b - - 1 50,-378
5k2/6R1/8/P4b2/2r5/2B2P2/6P1/6K1 w - - 2 51,368
5k2/6R1/5B2/P4b2/2r5/5P2/6P1/6K1 b - - 3 51,-365
5k2/6R1/2r2B2/P4b2/8/5P2/6P1/6K1 w - - 4 52,435
5k2/6R1/2r5/P4b2/3B4/5P2/6P1/6K1 b - - 5 52,-440
5k2/6R1/8/P4b2/2rB4/5P2/6P1/6K1 w - - 6 53,467
5k2/8/8/P4bR1/2rB4/5P2/6P1/6K1 b - - 7 53,-484
2b2k2/8/8/P5R1/2rB4/5P2/6P1/6K1 w - - 8 54,497
2b2k2/6B1/8/P5R1/2r5/5P2/6P1/6K1 b - - 9 54,-358
2b5/4k1B1/8/P5R1/2r5/5P2/6P1/6K1 w - - 10 55,369
2b5/4k1B1/8/P5R1/2r5/5P2/5KP1/8 b - - 11 55,-373
8/1b2k1B1/8/P5R1/2r5/5P2/5KP1/8 w - - 12 56,393
8/1b2k3/7B/P5R1/2r5/5P2/5KP1/8 b - - 13 56,-383
8/1b2k3/7B/P5R1/8/5P2/2r2KP1/8 w - - 14 57,357
8/1b2k3/7B/P5R1/8/4KP2/2r3P1/8 b - - 15 57,-344
8/4k3/b6B/P5R1/8/4KP2/2r3P1/8 w - - 16 58,382
8/4k1B1/b7/P5R1/8/4KP2/2r3P1/8 b - - 17 58,-381
8/4k1B1/b7/P5R1/8/4KP2/4r1P1/8 w - - 18 59,386
8/4k1B1/b7/P5R1/5K2/5P2/4r1P1/8 b - - 19 59,-427
8/4k1B1/b7/P5R1/5K2/5P2/r5P1/8 w - - 20 60,446
8/4k1B1/b7/P5R1/5KP1/5P2/r7/8 b - - 0 60,-433
8/4k1B1/b7/P5R1/5KP1/r4P2/8/8 w - - 1 61,441
8/4k1B1/b7/P4R2/5KP1/r4P2/8/8 b - - 2 61,-442
8/4k1B1/b7/P4R2/5KP1/1r3P2/8/8 w - - 3 62,458
8/4k1B1/b7/P4RP1/5K2/1r3P2/8/8 b - - 0 62,-381
8/4k1B1/8/P4RP1/5K2/1r1b1P2/8/8 w - - 1 63,398
8/4k3/5B2/P4RP1/5K2/1r1b1P2/8/8 b - - 2 63,-419
8/5k2/5B2/P4RP1/5K2/1r1b1P2/8/8 w - - 3 64,410
8/5k2/5B2/P1R3P1/5K2/1r1b1P2/8/8 b - - 4 64,-413
8/5k2/5B2/P1R3P1/5K2/r2b1P2/8/8 w - - 5 65,438
8/5k2/5B2/P1R3P1/6K1/r2b1P2/8/8 b - - 6 65,-398
8/5k2/5B2/P1R3P1/r5K1/3b1P2/8/8 w - - 7 66,411
8/5k2/5B2/P1R3P1/r4PK1/3b4/8/8 b - - 0 66,-412
8/8/5Bk1/P1R3P1/r4PK1/3b4/8/8 w - - 1 67,422
8/8/6k1/P1R3P1/r4PK1/3b4/1B6/8 b - - 2 67,-409
8/5k2/8/P1R3P1/r4PK1/3b4/1B6/8 w - - 3 68,414
8/5k2/8/P1R3P1/r4P2/3b2K1/1B6/8 b - - 4 68,-415
8/5k2/8/P1R3P1/1r3P2/3b2K1/1B6/8 w - - 5 69,445
8/5k2/5B2/P1R3P1/1r3P2/3b2K1/8/8 b - - 6 69,-407
8/8/5Bk1/P1R3P1/1r3P2/3b2K1/8/8 w - - 7 70,417
8/8/2R2Bk1/P5P1/1r3P2/3b2K1/8/8 b - - 8 70,-441
8/8/2R2Bk1/P5P1/5P2/1r1b2K1/8/8 w - - 9 71,500
8/8/2R3k1/P3B1P1/5P2/1r1b2K1/8/8 b - - 10 71,-453
8/5k2/2R5/P3B1P1/5P2/1r1b2K1/8/8 w - - 11 72,456
8/5k2/2R5/P3B1P1/5PK1/1r1b4/8/8 b - - 12 72,-451
8/5k2/2R5/P3B1P1/5PK1/r2b4/8/8 w - - 13 73,464
8/5k2/5R2/P3B1P1/5PK1/r2b4/8/8 b - - 14 73,-458
6k1/8/5R2/P3B1P1/5PK1/r2b4/8/8 w - - 15 74,454
6k1/8/5RP1/P3B3/5PK1/r2b4/8/8 b - - 0 74,-471
6k1/8/5RP1/r3B3/5PK1/3b4/8/8 w - - 0 75,491
6k1/8/3R2P1/r3B3/5PK1/3b4/8/8 b - - 1 75,-548
6k1/8/3R2b1/r3B3/5PK1/8/8/8 w - - 0 76,570
6k1/8/6R1/r3B3/5PK1/8/8/8 b - - 0 76,-646
8/5k2/6R1/r3B3/5PK1/8/8/8 w - - 1 77,700
8/5kR1/8/r3B3/5PK1/8/8/8 b - - 2 77,-492
8/6R1/4k3/r3B3/5PK1/8/8/8 w - - 3 78,522
8/6R1/4k3/r7/5PK1/2B5/8/8 b - - 4 78,-500
8/6R1/4k3/8/r4PK1/2B5/8/8 w - - 5 79,508
8/6R1/4k3/6K1/r4P2/2B5/8/8 b - - 6 79,-527
8/6R1/8/3k2K1/r4P2/2B5/8/8 w - - 7 80,550
8/6R1/8/3k1PK1/r7/2B5/8/8 b - - 0 80,-547
8/6R1/8/3k1PK1/8/r1B5/8/8 w - - 1 81,567
8/3R4/8/3k1PK1/8/r1B5/8/8 b - - 2 81,-588
8/3R4/8/5PK1/4k3/r1B5/8/8 w - - 3 82,552
8/4R3/8/5PK1/4k3/r1B5/8/8 b - - 4 82,-537
8/4R3/8/3k1PK1/8/r1B5/8/8 w - - 5 83,640
8/4R3/8/3kBPK1/8/r7/8/8 b - - 6 83,-644
8/4R3/8/3kBPK1/8/8/r7/8 w - - 7 84,658
8/4R3/5P2/3kB1K1/8/8/r7/8 b - - 0 84,-650
8/4R3/5P2/3kB1K1/8/8/5r2/8 w - - 1 85,652
8/4R3/5P2/3k2K1/5B2/8/5r2/8 b - - 2 85,-695
8/4R3/5P2/3k2K1/5B2/8/6r1/8 w - - 3 86,765
8/4R3/5P2/3k1K2/5B2/8/6r1/8 b - - 4 86,-773
6r1/4R3/5P2/3k1K2/5B2/8/8/8 w - - 5 87,822
6r1/4RP2/8/3k1K2/5B2/8/8/8 b - - 0 87,-599
5r2/4RP2/8/3k1K2/5B2/8/8/8 w - - 1 88,597
5r2/4RP2/8/3kBK2/8/8/8/8 b - - 2 88,-591
5r2/4RP2/8/2k1BK2/8/8/8/8 w - - 3 89,581
5r2/4RPB1/8/2k2K2/8/8/8/8 b - - 4 89,-588
3r4/4RPB1/8/2k2K2/8/8/8/8 w - - 5 90,1101
3r1Q2/4R1B1/8/2k2K2/8/8/8/8 b - - 0 90,-605
5r2/4R1B1/8/2k2K2/8/8/8/8 w - - 0 91,623
5B2/4R3/8/2k2K2/8/8/8/8 b - - 0 91,-620
5B2/4R3/8/5K2/3k4/8/8/8 w - - 1 92,10000
5B2/3R4/8/5K2/3k4/8/8/8 b - - 2 92,-10000
5B2/3R4/8/5K2/8/2k5/8/8 w - - 3 93,10000
5B2/3R4/8/8/4K3/2k5/8/8 b - - 4 93,-10000
5B2/3R4/8/8/4K3/8/2k5/8 w - - 5 94,10000
5B2/2R5/8/8/4K3/8/2k5/8 b - - 6 94,-10000
5B2/2R5/8/8/4K3/8/1k6/8 w - - 7 95,10000
5B2/2R5/8/8/8/3K4/1k6/8 b - - 8 95,-10000
5B2/2R5/8/8/8/1k1K4/8/8 w - - 9 96,10000
2R2B2/8/8/8/8/1k1K4/8/8 b - - 10 96,-10000
2R2B2/8/8/8/8/3K4/1k6/8 w - - 11 97,10000
1R3B2/8/8/8/8/3K4/1k6/8 b - - 12 97,-10000
1R3B2/8/8/8/8/3K4/8/k7 w - - 13 98,10000
1R3B2/8/8/8/8/8/2K5/k7 b - - 14 98,-10000
1R3B2/8/8/8/8/8/k1K5/8 w - - 15 99,10000
R4B2/8/8/8/8/8/k1K5/8 b - - 16 99,-10000
rnbqkbnr/pppppppp/8/8/4P3/8/PPPP1PPP/RNBQKBNR b KQkq - 0 1,-26
rnbqkbnr/pppp1ppp/8/4p3/4P3/8/PPPP1PPP/RNBQKBNR w KQkq - 0 2,20
rnbqkbnr/pppp1ppp/8/4p3/4P3/5N2/PPPP1PPP/RNBQKB1R b KQkq - 1 2,-29
rnbqkb1r/pppp1ppp/5n2/4p3/4P3/5N2/PPPP1PPP/RNBQKB1R w KQkq - 2 3,30
rnbqkb1r/pppp1ppp/5n2/4p3/3PP3/5N2/PPP2PPP/RNBQKB1R b KQkq - 0 3,-20
rnbqkb1r/pppp1ppp/5n2/8/3pP3/5N2/PPP2PPP/RNBQKB1R w KQkq - 0 4,62
rnbqkb1r/pppp1ppp/5n2/4P3/3p4/5N2/PPP2PPP/RNBQKB1R b KQkq - 0 4,-52
rnbqkb1r/pppp1ppp/8/4P3/3pn3/5N2/PPP2PPP/RNBQKB1R w KQkq - 1 5,69
rnbqkb1r/pppp1ppp/8/4P3/3Qn3/5N2/PPP2PPP/RNB1KB1R b KQkq - 0 5,-60
rnbqkb1r/ppp2ppp/8/3pP3/3Qn3/5N2/PPP2PPP/RNB1KB1R w KQkq d6 0 6,50
rnbqkb1r/ppp2ppp/3P4/8/3Qn3/5N2/PPP2PPP/RNB1KB1R b KQkq - 0 6,-50
rnbqkb1r/ppp2ppp/3n4/8/3Q4/5N2/PPP2PPP/RNB1KB1R w KQkq - 0 7,46
rnbqkb1r/ppp2ppp/3n4/8/5Q2/5N2/PPP2PPP/RNB1KB1R b KQkq - 1 7,-45
rn1qkb1r/ppp2ppp/3n4/5b2/5Q2/5N2/PPP2PPP/RNB1KB1R w KQkq - 2 8,40
rn1qkb1r/ppp2ppp/3n4/5b2/5Q2/2N2N2/PPP2PPP/R1B1KB1R b KQkq - 3 8,-43
rn1qk2r/ppp1bppp/3n4/5b2/5Q2/2N2N2/PPP2PPP/R1B1KB1R w KQkq - 4 9,67
rn1qk2r/ppp1bppp/3n4/5b2/3N1Q2/2N5/PPP2PPP/R1B1KB1R b KQkq - 5 9,-72
rn1qk2r/ppp1bppp/3n2b1/8/3N1Q2/2N5/PPP2PPP/R1B1KB1R w KQkq - 6 10,93
rn1qk2r/ppp1bppp/3n2b1/8/3N1Q2/2N1B3/PPP2PPP/R3KB1R b KQkq - 7 10,-79
r2qk2r/pppnbppp/3n2b1/8/3N1Q2/2N1B3/PPP2PPP/R3KB1R w KQkq - 8 11,96
r2qk2r/pppnbppp/3n2b1/8/3N1Q2/2N1B3/PPP2PPP/2KR1B1R b kq - 9 11,-87
r2q1rk1/pppnbppp/3n2b1/8/3N1Q2/2N1B3/PPP2PPP/2KR1B1R w - - 10 12,85
r2q1rk1/pppnbppp/3n2b1/8/3N1Q1P/2N1B3/PPP2PP1/2KR1B1R b - - 0 12,-89
r2q1rk1/pppnbpp1/3n2bp/8/3N1Q1P/2N1B3/PPP2PP1/2KR1B1R w - - 0 13,88
r2q1rk1/pppnbpp1/3n2bp/8/3N3P/2N1B1Q1/PPP2PP1/2KR1B1R b - - 1 13,-90
r2q1rk1/pppn1pp1/3n1bbp/8/3N3P/2N1B1Q1/PPP2PP1/2KR1B1R w - - 2 14,63
r2q1rk1/pppn1pp1/3n1bbp/8/3N3P/2N1B1Q1/PPP1BPP1/2KR3R b - - 3 14,-8
r2q1rk1/pppn1pp1/3n2bp/4b3/3N3P/2N1B1Q1/PPP1BPP1/2KR3R w - - 4 15,88
r2q1rk1/pppn1pp1/3n2bp/4b3/3N3P/2N1B2Q/PPP1BPP1/2KR3R b - - 5 15,-95
r2qr1k1/pppn1pp1/3n2bp/4b3/3N3P/2N1B2Q/PPP1BPP1/2KR3R w - - 6 16,77
r2qr1k1/pppn1pp1/3n2bp/4b3/3N3P/2N1B2Q/PPP1BPP1/1K1R3R b - - 7 16,-67
r2qr1k1/ppp2pp1/1n1n2bp/4b3/3N3P/2N1B2Q/PPP1BPP1/1K1R3R w - - 8 17,51
r2qr1k1/ppp2pp1/1n1n2bp/4b2P/3N4/2N1B2Q/PPP1BPP1/1K1R3R b - - 0 17,-18
r2qr1k1/ppp2ppb/1n1n3p/4b2P/3N4/2N1B2Q/PPP1BPP1/1K1R3R w - - 1 18,21
