FEN,Bewertung
3q2k1/5ppp/p3r3/npr5/4b1P1/2P5/PP1N1PP1/R2QR1K1 w - - 0 20,37
3q2k1/5ppp/p3r3/npr5/4N1P1/2P5/PP3PP1/R2QR1K1 b - - 0 20,-39
3q2k1/5ppp/p3r3/np1r4/4N1P1/2P5/PP3PP1/R2QR1K1 w - - 1 21,43
3q2k1/5ppp/p3r3/np1r4/4N1P1/2P5/PPQ2PP1/R3R1K1 b - - 2 21,-53
3q2k1/5ppp/p3r3/1p1r4/2n1N1P1/2P5/PPQ2PP1/R3R1K1 w - - 3 22,53
3q2k1/5ppp/p3r3/1p1r4/2n1N1P1/2P5/PPQ1RPP1/R5K1 b - - 4 22,-45
3q2k1/5ppp/p3r3/1p1rn3/4N1P1/2P5/PPQ1RPP1/R5K1 w - - 5 23,42
3q2k1/5ppp/p3r3/1p1rn3/6P1/2P3N1/PPQ1RPP1/R5K1 b - - 6 23,-42
3q2k1/5p1p/p3r1p1/1p1rn3/6P1/2P3N1/PPQ1RPP1/R5K1 w - - 0 24,40
3q2k1/5p1p/p3r1p1/1p1rn3/6P1/1PP3N1/P1Q1RPP1/R5K1 b - - 0 24,-25
6k1/5p1p/p3r1p1/1p1rn1q1/6P1/1PP3N1/P1Q1RPP1/R5K1 w - - 1 25,16
6k1/5p1p/p3r1p1/1p1rn1q1/6P1/1PP3N1/P1Q1RPP1/4R1K1 b - - 2 25,-6
6k1/5p1p/p3r1p1/1p1rn3/6q1/1PP3N1/P1Q1RPP1/4R1K1 w - - 0 26,5
6k1/5p1p/p3r1p1/1p1rn3/4R1q1/1PP3N1/P1Q2PP1/4R1K1 b - - 1 26,0
6k1/5p1p/p3r1p1/1p1rn1q1/4R3/1PP3N1/P1Q2PP1/4R1K1 w - - 2 27,0
6k1/5p1p/p3r1p1/1p1rn1q1/2P1R3/1P4N1/P1Q2PP1/4R1K1 b - - 0 27,0
6k1/5p1p/p3r1p1/1p2n1q1/2P1R3/1P4N1/P1Qr1PP1/4R1K1 w - - 1 28,0
6k1/5p1p/p3r1p1/1p2n1q1/2P1R3/1PQ3N1/P2r1PP1/4R1K1 b - - 2 28,0
6k1/5p1p/p3r1p1/1p2n1q1/2P1R3/1PQr2N1/P4PP1/4R1K1 w - - 3 29,0
6k1/5p1p/p3r1p1/1p2n1q1/2P1R3/1P1r2N1/PQ3PP1/4R1K1 b - - 4 29,0
6k1/5p1p/p3r1p1/1p2n1q1/2P1R3/1P4N1/PQ1r1PP1/4R1K1 w - - 5 30,0
6k1/5p1p/p3r1p1/1p2n1q1/2P1R3/1PQ3N1/P2r1PP1/4R1K1 b - - 6 30,0
6k1/5p1p/p3r1p1/1p2n1q1/2P1R3/1PQr2N1/P4PP1/4R1K1 w - - 7 31,0
6k1/5p1p/p3r1p1/1p2n1q1/2P1R3/1P1r2N1/P1Q2PP1/4R1K1 b - - 8 31,0
6k1/5p1p/p3r1p1/4n1q1/2p1R3/1P1r2N1/P1Q2PP1/4R1K1 w - - 0 32,0
6k1/5p1p/p3r1p1/4n1q1/2P1R3/3r2N1/P1Q2PP1/4R1K1 b - - 0 32,0
6k1/5p2/p3r1p1/4n1qp/2P1R3/3r2N1/P1Q2PP1/4R1K1 w - - 0 33,0
6k1/5p2/p3r1p1/4R1qp/2P5/3r2N1/P1Q2PP1/4R1K1 b - - 0 33,0
6k1/5p2/p3r1p1/4R1qp/2P5/6r1/P1Q2PP1/4R1K1 w - - 0 34,-2
6k1/5p2/p3r1p1/4R1qp/2P5/6P1/P1Q3P1/4R1K1 b - - 0 34,0
6k1/5p2/p5p1/4r1qp/2P5/6P1/P1Q3P1/4R1K1 w - - 0 35,0
6k1/5p2/p5p1/4R1qp/2P5/6P1/P1Q3P1/6K1 b - - 0 35,0
6k1/5p2/p5p1/4q2p/2P5/6P1/P1Q3P1/6K1 w - - 0 36,0
6k1/5p2/p5p1/2P1q2p/8/6P1/P1Q3P1/6K1 b - - 0 36,0
6k1/5p2/p5p1/2P4p/8/6P1/P1Q3P1/4q1K1 w - - 1 37,0
6k1/5p2/p5p1/2P4p/8/6P1/P1Q3PK/4q3 b - - 2 37,0
6k1/5p2/p5p1/2P1q2p/8/6P1/P1Q3PK/8 w - - 3 38,0
6k1/5p2/p1P3p1/4q2p/8/6P1/P1Q3PK/8 b - - 0 38,0
6k1/5p2/p1P3p1/4q3/7p/6P1/P1Q3PK/8 w - - 0 39,0
6k1/5p2/p1P3p1/4q3/7p/6P1/P5PK/2Q5 b - - 1 39,0
6k1/5p2/p1P3p1/8/7p/6q1/P5PK/2Q5 w - - 0 40,0
6k1/5p2/p1P3p1/8/7p/6q1/P5P1/2Q4K b - - 1 40,0
6k1/5p2/p1P3p1/8/8/6qp/P5P1/2Q4K w - - 0 41,0
6k1/5p2/p1P3p1/8/8/6qP/P7/2Q4K b - - 0 41,0
6k1/5p2/p1P3p1/8/8/7q/P7/2Q4K w - - 0 42,0
6k1/5p2/p1P3p1/8/8/7q/P7/2Q3K1 b - - 1 42,0
6k1/5p2/p1P3p1/8/8/6q1/P7/2Q3K1 w - - 2 43,0
6k1/5p2/p1P3p1/8/8/6q1/P7/2Q2K2 b - - 3 43,0
6k1/5p2/p1P3p1/8/8/5q2/P7/2Q2K2 w - - 4 44,0
6k1/5p2/p1P3p1/8/8/5q2/P7/2Q1K3 b - - 5 44,0
6k1/5p2/p1P3p1/8/8/8/P7/2Q1K2q w - - 6 45,0
6k1/5p2/p1P3p1/8/8/8/P2K4/2Q4q b - - 7 45,0
6k1/5p2/p1P3p1/3q4/8/8/P2K4/2Q5 w - - 8 46,0
6k1/5p2/p1P3p1/3q4/8/8/P3K3/2Q5 b - - 9 46,0
6k1/5p2/p1P3p1/8/8/8/P3K1q1/2Q5 w - - 10 47,0
6k1/5p2/p1P3p1/8/8/8/P5q1/2QK4 b - - 11 47,0
6k1/5p2/p1P3p1/8/8/8/P7/2QK1q2 w - - 12 48,0
6k1/5p2/p1P3p1/8/8/8/P1K5/2Q2q2 b - - 13 48,0
6k1/5p2/p1P3p1/8/2q5/8/P1K5/2Q5 w - - 14 49,0
6k1/5p2/p1P3p1/8/2q5/8/PK6/2Q5 b - - 15 49,0
6k1/5p2/p1P3p1/1q6/8/8/PK6/2Q5 w - - 16 50,0
6k1/5p2/p1P3p1/1q6/8/K7/P7/2Q5 b - - 17 50,0
6k1/5p2/p1P3p1/q7/8/K7/P7/2Q5 w - - 18 51,0
6k1/5p2/p1P3p1/q7/8/8/PK6/2Q5 b - - 19 51,0
6k1/5p2/pqP3p1/8/8/8/PK6/2Q5 w - - 20 52,0
6k1/5p2/pqP3p1/8/8/K7/P7/2Q5 b - - 21 52,0
6k1/5p2/p1P3p1/q7/8/K7/P7/2Q5 w - - 22 53,0
6k1/5p2/p1P3p1/q7/8/8/PK6/2Q5 b - - 23 53,0
6k1/5p2/pqP3p1/8/8/8/PK6/2Q5 w - - 24 54,0
6k1/5p2/pqP3p1/8/8/K7/P7/2Q5 b - - 25 54,0
6k1/5p2/p1P3p1/q7/8/K7/P7/2Q5 w - - 26 55,0
6k1/5p2/p1P3p1/q7/8/8/PK6/2Q5 b - - 27 55,0
6k1/5p2/pqP3p1/8/8/8/PK6/2Q5 w - - 28 56,0
6k1/5p2/pqP3p1/8/8/K7/P7/2Q5 b - - 29 56,0
6k1/5p2/p1P3p1/q7/8/K7/P7/2Q5 w - - 30 57,0
6k1/5p2/p1P3p1/q7/8/8/PK6/2Q5 b - - 31 57,0
6k1/5p2/p1P3p1/1q6/8/8/PK6/2Q5 w - - 32 58,0
6k1/5p2/p1P3p1/1q6/8/K7/P7/2Q5 b - - 33 58,0
6k1/5p2/p1P3p1/q7/8/K7/P7/2Q5 w - - 34 59,0
rnbqkbnr/pppppppp/8/8/4P3/8/PPPP1PPP/RNBQKBNR b KQkq - 0 1,-28
rnbqkbnr/pp1ppppp/8/2p5/4P3/8/PPPP1PPP/RNBQKBNR w KQkq - 0 2,40
rnbqkbnr/pp1ppppp/8/2p5/4P3/5N2/PPPP1PPP/RNBQKB1R b KQkq - 1 2,-29
rnbqkbnr/pp2pppp/3p4/2p5/4P3/5N2/PPPP1PPP/RNBQKB1R w KQkq - 0 3,32
rnbqkbnr/pp2pppp/3p4/2p5/3PP3/5N2/PPP2PPP/RNBQKB1R b KQkq - 0 3,-32
rnbqkbnr/pp2pppp/3p4/8/3pP3/5N2/PPP2PPP/RNBQKB1R w KQkq - 0 4,33
rnbqkbnr/pp2pppp/3p4/8/3NP3/8/PPP2PPP/RNBQKB1R b KQkq - 0 4,-34
rnbqkb1r/pp2pppp/3p1n2/8/3NP3/8/PPP2PPP/RNBQKB1R w KQkq - 1 5,36
rnbqkb1r/pp2pppp/3p1n2/8/3NP3/2N5/PPP2PPP/R1BQKB1R b KQkq - 2 5,-32
rnbqkb1r/1p2pppp/p2p1n2/8/3NP3/2N5/PPP2PPP/R1BQKB1R w KQkq - 0 6,40
rnbqkb1r/1p2pppp/p2p1n2/6B1/3NP3/2N5/PPP2PPP/R2QKB1R b KQkq - 1 6,-31
rnbqkb1r/1p3ppp/p2ppn2/6B1/3NP3/2N5/PPP2PPP/R2QKB1R w KQkq - 0 7,29
rnbqkb1r/1p3ppp/p2ppn2/6B1/3NPP2/2N5/PPP3PP/R2QKB1R b KQkq - 0 7,-12
rnbqkb1r/1p3pp1/p2ppn1p/6B1/3NPP2/2N5/PPP3PP/R2QKB1R w KQkq - 0 8,45
rnbqkb1r/1p3pp1/p2ppn1p/8/3NPP1B/2N5/PPP3PP/R2QKB1R b KQkq - 1 8,-51
rnb1kb1r/1p3pp1/pq1ppn1p/8/3NPP1B/2N5/PPP3PP/R2QKB1R w KQkq - 2 9,47
rnb1kb1r/1p3pp1/pq1ppn1p/8/3NPP1B/P1N5/1PP3PP/R2QKB1R b KQkq - 0 9,-32
rnb1k2r/1p2bpp1/pq1ppn1p/8/3NPP1B/P1N5/1PP3PP/R2QKB1R w KQkq - 1 10,49
rnb1k2r/1p2bpp1/pq1ppn1p/8/3NPP2/P1N5/1PP2BPP/R2QKB1R b KQkq - 2 10,-55
rnb1k2r/1pq1bpp1/p2ppn1p/8/3NPP2/P1N5/1PP2BPP/R2QKB1R w KQkq - 3 11,52
rnb1k2r/1pq1bpp1/p2ppn1p/8/3NPP2/P1N2Q2/1PP2BPP/R3KB1R b KQkq - 4 11,-46
r1b1k2r/1pqnbpp1/p2ppn1p/8/3NPP2/P1N2Q2/1PP2BPP/R3KB1R w KQkq - 5 12,33
r1b1k2r/1pqnbpp1/p2ppn1p/8/3NPP2/P1N2Q2/1PP2BPP/2KR1B1R b kq - 6 12,-33
r1b1k2r/2qnbpp1/p2ppn1p/1p6/3NPP2/P1N2Q2/1PP2BPP/2KR1B1R w kq - 0 13,39
r1b1k2r/2qnbpp1/p2ppn1p/1p6/3NPPP1/P1N2Q2/1PP2B1P/2KR1B1R b kq - 0 13,-55
r1b1k2r/2qnbp2/p2ppn1p/1p4p1/3NPPP1/P1N2Q2/1PP2B1P/2KR1B1R w kq - 0 14,56
r1b1k2r/2qnbp2/p2ppn1p/1p4p1/3NPPP1/P1N4Q/1PP2B1P/2KR1B1R b kq - 1 14,-35
r3k2r/1bqnbp2/p2ppn1p/1p4p1/3NPPP1/P1N4Q/1PP2B1P/2KR1B1R w kq - 2 15,41
r3k2r/1bqnbp2/p2ppn1p/1p4P1/3NP1P1/P1N4Q/1PP2B1P/2KR1B1R b kq - 0 15,-33
r3k2r/1bqnbp2/p2pp2p/1p4P1/3Nn1P1/P1N4Q/1PP2B1P/2KR1B1R w kq - 0 16,24
r3k2r/1bqnbp2/p2pp2p/1p4P1/3NN1P1/P6Q/1PP2B1P/2KR1B1R b kq - 0 16,-16
r3k2r/2qnbp2/p2pp2p/1p4P1/3Nb1P1/P6Q/1PP2B1P/2KR1B1R w kq - 0 17,15
r3k2r/2qnbp2/p2pp2p/1p4P1/3Nb1P1/P6Q/1PP2BBP/2KR3R b kq - 1 17,-6
r3k2r/2qn1p2/p2pp2p/1p4b1/3Nb1P1/P6Q/1PP2BBP/2KR3R w kq - 0 18,3
r3k2r/2qn1p2/p2pp2p/1p4b1/3Nb1P1/P6Q/1PP2BBP/1K1R3R b kq - 1 18,-7
r3k2r/2q2p2/p2ppn1p/1p4b1/3Nb1P1/P6Q/1PP2BBP/1K1R3R w kq - 2 19,9
r3k2r/2q2p2/p2ppn1p/1p4b1/3Nb1P1/P6Q/1PP2BBP/1K1RR3 b kq - 3 19,-7
r3k2r/1q3p2/p2ppn1p/1p4b1/3Nb1P1/P6Q/1PP2BBP/1K1RR3 w kq - 4 20,1
r3k2r/1q3p2/p2ppn1p/1p4b1/4b1P1/P4N1Q/1PP2BBP/1K1RR3 b kq - 5 20,-3
2r1k2r/1q3p2/p2ppn1p/1p4b1/4b1P1/P4N1Q/1PP2BBP/1K1RR3 w k - 6 21,4
2r1k2r/1q3p2/p2ppn1p/1p4N1/4b1P1/P6Q/1PP2BBP/1K1RR3 b k - 0 21,46
2r1k2r/1q3p2/p2ppn1p/1p4N1/6P1/P6Q/1PP2BbP/1K1RR3 w k - 0 22,-30
2r1k2r/1q3p2/p2ppn1p/1p4N1/6PQ/P7/1PP2BbP/1K1RR3 b k - 1 22,31
2r1k2r/4qp2/p2ppn1p/1p4N1/6PQ/P7/1PP2BbP/1K1RR3 w k - 2 23,-66
2r1k2r/4qp2/p2ppn1p/1p4N1/6PQ/P6P/1PP2Bb1/1K1RR3 b k - 0 23,43
2r1k2r/4qp2/p2p1n1p/1p2p1N1/6PQ/P6P/1PP2Bb1/1K1RR3 w k - 0 24,-66
2r1k2r/4qp2/p2p1n1p/1p2p1N1/6PQ/P2R3P/1PP2Bb1/1K2R3 b k - 1 24,59
2r1k2r/1b2qp2/p2p1n1p/1p2p1N1/6PQ/P2R3P/1PP2B2/1K2R3 w k - 2 25,-79
2r1k2r/1b2qp2/p2p1n1p/1p2p1N1/6PQ/P2R3P/1PP2B2/1K3R2 b k - 3 25,66
2r1k1r1/1b2qp2/p2p1n1p/1p2p1N1/6PQ/P2R3P/1PP2B2/1K3R2 w - - 4 26,-77
2r1k1r1/1b2qp2/p2p1n1Q/1p2p1N1/6P1/P2R3P/1PP2B2/1K3R2 b - - 0 26,62
2r1k3/1b2qp2/p2p1nrQ/1p2p1N1/6P1/P2R3P/1PP2B2/1K3R2 w - - 1 27,-79
2r1k3/1b2qp2/p2p1nr1/1p2p1N1/6PQ/P2R3P/1PP2B2/1K3R2 b - - 2 27,77
2r1k3/1b2qp2/p2p2r1/1p2p1N1/6nQ/P2R3P/1PP2B2/1K3R2 w - - 0 28,-86
2r1k3/1b2qp2/p2p2r1/1p2p1N1/6PQ/P2R4/1PP2B2/1K3R2 b - - 0 28,85
2r1k3/1b3p2/p2p2r1/1p2p1q1/6PQ/P2R4/1PP2B2/1K3R2 w - - 0 29,-73
2r1k3/1b3p2/p2p2r1/1p2p1Q1/6P1/P2R4/1PP2B2/1K3R2 b - - 0 29,62
2r1k3/1b3p2/p2p4/1p2p1r1/6P1/P2R4/1PP2B2/1K3R2 w - - 0 30,-62
2r1k3/1b3p2/p2R4/1p2p1r1/6P1/P7/1PP2B2/1K3R2 b - - 0 30,59
2r1k3/1b3p2/p2R4/1p2p3/6r1/P7/1PP2B2/1K3R2 w - - 0 31,-62
2r1k3/1b3p2/p2R4/1p2p3/6r1/P7/1PP2B2/1K2R3 b - - 1 31,66
2r1k3/5p2/p2R4/1p2p3/4b1r1/P7/1PP2B2/1K2R3 w - - 2 32,-50
2r1k3/5p2/p2R4/1p2p3/4b1r1/P7/1PP1RB2/1K6 b - - 3 32,63
2r1k3/5p2/3R4/pp2p3/4b1r1/P7/1PP1RB2/1K6 w - - 0 33,-63
2r1k3/5p2/3R4/pp2p3/1P2b1r1/P7/2P1RB2/1K6 b - - 0 33,51
2r1k3/5p2/3R4/1p2p3/1p2b1r1/P7/2P1RB2/1K6 w - - 0 34,-37
2r1k3/5p2/3R4/1p2p3/1P2b1r1/8/2P1RB2/1K6 b - - 0 34,60
4k3/5p2/3R4/1p2p3/1Pr1b1r1/8/2P1RB2/1K6 w - - 1 35,-40
4k3/5p2/3R4/1pB1p3/1Pr1b1r1/8/2P1R3/1K6 b - - 2 35,57
4k3/5p2/3R4/1pB1p3/1Pr1b3/8/2P1R1r1/1K6 w - - 3 36,-49
4k3/5p2/3R4/1pB1p3/1Pr1b3/8/2P3R1/1K6 b - - 0 36,46
4k3/5p2/3R4/1pB1p3/1Pr5/8/2P3b1/1K6 w - - 0 37,-41
4k3/5p2/1R6/1pB1p3/1Pr5/8/2P3b1/1K6 b - - 1 37,34
4k3/5p2/1R6/1pB1p3/1Pr1b3/8/2P5/1K6 w - - 2 38,-42
4k3/5p2/1R6/1pB1p3/1Pr1b3/8/1KP5/8 b - - 3 38,42
4k3/5p2/1R6/1pB1p3/1P2b3/8/1Kr5/8 w - - 0 39,-37
4k3/5p2/1R6/1pB1p3/1P2b3/1K6/2r5/8 b - - 1 39,38
4k3/5p2/1R6/1pB1p3/1P6/1K1b4/2r5/8 w - - 2 40,-31
1R2k3/5p2/8/1pB1p3/1P6/1K1b4/2r5/8 b - - 3 40,29
1R6/3k1p2/8/1pB1p3/1P6/1K1b4/2r5/8 w - - 4 41,-28
8/3k1p2/1R6/1pB1p3/1P6/1K1b4/2r5/8 b - - 5 41,27
8/3k1p2/1R6/1pB5/1P2p3/1K1b4/2r5/8 w - - 0 42,-28
8/3k1p2/5R2/1pB5/1P2p3/1K1b4/2r5/8 b - - 1 42,19
3k4/5p2/5R2/1pB5/1P2p3/1K1b4/2r5/8 w - - 2 43,-23
3k4/5p2/8/1pB5/1P2pR2/1K1b4/2r5/8 b - - 3 43,20
4k3/5p2/8/1pB5/1P2pR2/1K1b4/2r5/8 w - - 4 44,-19
4k3/5p2/8/1pB2R2/1P2p3/1K1b4/2r5/8 b - - 5 44,23
4k3/5p2/8/1pB2R2/1P2p3/1K1b4/8/2r5 w - - 6 45,-25
4k3/5p2/8/1pB2R2/1P2p3/3b4/1K6/2r5 b - - 7 45,22
4k3/5p2/8/1pB2R2/1P2p3/3b4/1Kr5/8 w - - 8 46,-16
4k3/5p2/8/1pB2R2/1P2p3/1K1b4/2r5/8 b - - 9 46,27
4k3/5p2/8/1pB2R2/1P2p3/1K1b4/8/2r5 w - - 10 47,-24
4k3/5p2/8/1pB2R2/1P2p3/3b4/1K6/2r5 b - - 11 47,18
4k3/5p2/8/1pB2R2/1P2p3/3b4/1K6/4r3 w - - 12 48,-19
4k3/5p2/8/1pB1R3/1P2p3/3b4/1K6/4r3 b - - 13 48,17
3k4/5p2/8/1pB1R3/1P2p3/3b4/1K6/4r3 w - - 14 49,-14
3k4/5p2/8/1pB1R3/1P2p3/2Kb4/8/4r3 b - - 15 49,10
3k4/5p2/8/1pB1R3/1P2p3/2Kb4/8/3r4 w - - 16 50,-8
3k4/5p2/8/1pB1R3/1P1Kp3/3b4/8/3r4 b - - 17 50,8
8/2k2p2/8/1pB1R3/1P1Kp3/3b4/8/3r4 w - - 18 51,-8
8/2k1Rp2/8/1pB5/1P1Kp3/3b4/8/3r4 b - - 19 51,6
8/4Rp2/2k5/1pB5/1P1Kp3/3b4/8/3r4 w - - 20 52,-4
8/4Rp2/2k5/1pB1K3/1P2p3/3b4/8/3r4 b - - 21 52,0
8/4Rp2/2k5/1pB1K3/1P2p3/3b4/8/5r2 w - - 22 53,-12
8/R4p2/2k5/1pB1K3/1P2p3/3b4/8/5r2 b - - 23 53,0
8/R7/2k2p2/1pB1K3/1P2p3/3b4/8/5r2 w - - 0 54,0
8/R7/2k2p2/1pB5/1P1Kp3/3b4/8/5r2 b - - 1 54,0
8/R7/2k2p2/1pB5/1P1Kp3/8/8/1b3r2 w - - 2 55,0
8/8/R1k2p2/1pB5/1P1Kp3/8/8/1b3r2 b - - 3 55,0
8/3k4/R4p2/1pB5/1P1Kp3/8/8/1b3r2 w - - 4 56,0
8/3k4/R4p2/1pBK4/1P2p3/8/8/1b3r2 b - - 5 56,0
8/3k4/R4p2/1pBK1r2/1P2p3/8/8/1b6 w - - 6 57,0
8/3k4/R4p2/1pB2r2/1P1Kp3/8/8/1b6 b - - 7 57,0
8/3k4/R4p2/1pB5/1P1Kp3/8/8/1b3r2 w - - 8 58,0
8/3k4/R4p2/1pBK4/1P2p3/8/8/1b3r2 b - - 9 58,0
8/3k4/R4p2/1pBK1r2/1P2p3/8/8/1b6 w - - 10 59,0
8/3k4/R4p2/1pB2r2/1P1Kp3/8/8/1b6 b - - 11 59,0
8/3k4/R4p2/1pB5/1P1Kp3/5r2/8/1b6 w - - 12 60,0
8/3k4/R4p2/1pBK4/1P2p3/5r2/8/1b6 b - - 13 60,0
8/3k4/R4p2/1pBK4/1P2p3/3r4/8/1b6 w - - 14 61,0
8/3k4/R4p2/1p1K4/1P1Bp3/3r4/8/1b6 b - - 15 61,0
8/3k4/R4p2/1p1K4/1P1B4/3rp3/8/1b6 w - - 0 62,0
8/3k4/3R1p2/1p1K4/1P1B4/3rp3/8/1b6 b - - 1 62,0
8/2k5/3R1p2/1p1K4/1P1B4/3rp3/8/1b6 w - - 2 63,0
8/2k5/2R2p2/1p1K4/1P1B4/3rp3/8/1b6 b - - 3 63,0
3k4/8/2R2p2/1p1K4/1P1B4/3rp3/8/1b6 w - - 4 64,0
3k4/8/3R1p2/1p1K4/1P1B4/3rp3/8/1b6 b - - 5 64,0
2k5/8/3R1p2/1p1K4/1P1B4/3rp3/8/1b6 w - - 6 65,0
2k5/8/2R2p2/1p1K4/1P1B4/3rp3/8/1b6 b - - 7 65,0
8/1k6/2R2p2/1p1K4/1P1B4/3rp3/8/1b6 w - - 8 66,0
8/1k6/1R3p2/1p1K4/1P1B4/3rp3/8/1b6 b - - 9 66,0
2k5/8/1R3p2/1p1K4/1P1B4/3rp3/8/1b6 w - - 10 67,0
2k5/8/2R2p2/1p1K4/1P1B4/3rp3/8/1b6 b - - 11 67,0
8/1k6/2R2p2/1p1K4/1P1B4/3rp3/8/1b6 w - - 12 68,0
8/1k6/1R3p2/1p1K4/1P1B4/3rp3/8/1b6 b - - 13 68,0
8/2k5/1R3p2/1p1K4/1P1B4/3rp3/8/1b6 w - - 14 69,0
8/2k5/2R2p2/1p1K4/1P1B4/3rp3/8/1b6 b - - 15 69,0
8/3k4/2R2p2/1p1K4/1P1B4/3rp3/8/1b6 w - - 16 70,0
8/3k4/3R1p2/1p1K4/1P1B4/3rp3/8/1b6 b - - 17 70,0
2k5/8/3R1p2/1p1K4/1P1B4/3rp3/8/1b6 w - - 18 71,0
2k5/8/2R2p2/1p1K4/1P1B4/3rp3/8/1b6 b - - 19 71,0
8/1k6/2R2p2/1p1K4/1P1B4/3rp3/8/1b6 w - - 20 72,0
8/1k6/1R3p2/1p1K4/1P1B4/3rp3/8/1b6 b - - 21 72,0
2k5/8/1R3p2/1p1K4/1P1B4/3rp3/8/1b6 w - - 22 73,0
2k5/8/2R2p2/1p1K4/1P1B4/3rp3/8/1b6 b - - 23 73,0
1k6/8/2R2p2/1p1K4/1P1B4/3rp3/8/1b6 w - - 24 74,0
1k6/8/1R3p2/1p1K4/1P1B4/3rp3/8/1b6 b - - 25 74,0
2k5/8/1R3p2/1p1K4/1P1B4/3rp3/8/1b6 w - - 26 75,0
2k5/8/2R2p2/1p1K4/1P1B4/3rp3/8/1b6 b - - 27 75,0
rnbqkbnr/pppppppp/8/8/4P3/8/PPPP1PPP/RNBQKBNR b KQkq - 0 1,-35
rnbqkbnr/pp1ppppp/8/2p5/4P3/8/PPPP1PPP/RNBQKBNR w KQkq - 0 2,37
rnbqkbnr/pp1ppppp/8/2p5/4P3/5N2/PPPP1PPP/RNBQKB1R b KQkq - 1 2,-40
r1bqkbnr/pp1ppppp/2n5/2p5/4P3/5N2/PPPP1PPP/RNBQKB1R w KQkq - 2 3,39
r1bqkbnr/pp1ppppp/2n5/1Bp5/4P3/5N2/PPPP1PPP/RNBQK2R b KQkq - 3 3,-26
r1bqkbnr/pp1p1ppp/2n1p3/1Bp5/4P3/5N2/PPPP1PPP/RNBQK2R w KQkq - 0 4,26
r1bqkbnr/pp1p1ppp/2n1p3/1Bp5/4P3/5N2/PPPP1PPP/RNBQ1RK1 b kq - 1 4,-36
r1bqkb1r/pp1pnppp/2n1p3/1Bp5/4P3/5N2/PPPP1PPP/RNBQ1RK1 w kq - 2 5,32
r1bqkb1r/pp1pnppp/2n1p3/1Bp5/3PP3/5N2/PPP2PPP/RNBQ1RK1 b kq - 0 5,-29
r1bqkb1r/pp1pnppp/2n1p3/1B6/3pP3/5N2/PPP2PPP/RNBQ1RK1 w kq - 0 6,28
r1bqkb1r/pp1pnppp/2n1p3/1B6/3NP3/8/PPP2PPP/RNBQ1RK1 b kq - 0 6,-23
r1bqkb1r/pp1p1ppp/2n1p1n1/1B6/3NP3/8/PPP2PPP/RNBQ1RK1 w kq - 1 7,30
r1bqkb1r/pp1p1ppp/2n1p1n1/1B6/3NP3/4B3/PPP2PPP/RN1Q1RK1 b kq - 2 7,-30
r1bqk2r/pp1pbppp/2n1p1n1/1B6/3NP3/4B3/PPP2PPP/RN1Q1RK1 w kq - 3 8,29
r1bqk2r/pp1pbppp/2n1p1n1/1B6/3NP3/2P1B3/PP3PPP/RN1Q1RK1 b kq - 0 8,-31
r1bq1rk1/pp1pbppp/2n1p1n1/1B6/3NP3/2P1B3/PP3PPP/RN1Q1RK1 w - - 1 9,27
r1bq1rk1/pp1pbppp/2n1p1n1/1B6/3NP3/2P1B3/PP3PPP/RN1QR1K1 b - - 2 9,-29
r1bq1rk1/pp1p1ppp/2n1p1n1/1B4b1/3NP3/2P1B3/PP3PPP/RN1QR1K1 w - - 3 10,34
r1bq1rk1/pp1p1ppp/2n1p1n1/1B4b1/3NP3/2P1B3/PP1Q1PPP/RN2R1K1 b - - 4 10,-28
r1bq1rk1/pp1pbppp/2n1p1n1/1B6/3NP3/2P1B3/PP1Q1PPP/RN2R1K1 w - - 5 11,30
r1bq1rk1/pp1pbppp/2n1p1n1/1B6/P2NP3/2P1B3/1P1Q1PPP/RN2R1K1 b - - 0 11,-22
r1bq1rk1/pp1pbppp/4p1n1/1B6/P2nP3/2P1B3/1P1Q1PPP/RN2R1K1 w - - 0 12,19
r1bq1rk1/pp1pbppp/4p1n1/1B6/P2PP3/4B3/1P1Q1PPP/RN2R1K1 b - - 0 12,-26
r1bq1rk1/pp2bppp/4p1n1/1B1p4/P2PP3/4B3/1P1Q1PPP/RN2R1K1 w - - 0 13,21
r1bq1rk1/pp2bppp/4p1n1/1B1pP3/P2P4/4B3/1P1Q1PPP/RN2R1K1 b - - 0 13,-22
r1bq1rk1/1p2bppp/p3p1n1/1B1pP3/P2P4/4B3/1P1Q1PPP/RN2R1K1 w - - 0 14,20
r1bq1rk1/1p2bppp/p3p1n1/3pP3/P2P4/3BB3/1P1Q1PPP/RN2R1K1 b - - 1 14,-19
r2q1rk1/1p1bbppp/p3p1n1/3pP3/P2P4/3BB3/1P1Q1PPP/RN2R1K1 w - - 2 15,17
r2q1rk1/1p1bbppp/p3p1n1/3pP3/P2P4/2NBB3/1P1Q1PPP/R3R1K1 b - - 3 15,-20
r3qrk1/1p1bbppp/p3p1n1/3pP3/P2P4/2NBB3/1P1Q1PPP/R3R1K1 w - - 4 16,18
r3qrk1/1p1bbppp/p3p1n1/P2pP3/3P4/2NBB3/1P1Q1PPP/R3R1K1 b - - 0 16,-17
r3qrk1/1p1bb1pp/p3ppn1/P2pP3/3P4/2NBB3/1P1Q1PPP/R3R1K1 w - - 0 17,15
r3qrk1/1p1bb1pp/p3pPn1/P2p4/3P4/2NBB3/1P1Q1PPP/R3R1K1 b - - 0 17,-9
